a0001,2.579353e+01,2.388063e+01,2.155772e+01,2.434602e+01,2.378351e+01,1.681478e+01,2.667965e+01,2.688607e+01,1.757350e+01,2.179238e+01,2.546738e+01,2.811061e+01,2.127632e+01,1.863126e+01,2.135681e+01,1.997764e+01,1.826460e+01,1.876936e+01,2.202557e+01,2.418147e+01,2.235397e+01,2.124131e+01,2.119838e+01,2.100871e+01,5.531531e+01,6.026265e+01,6.011507e+01,5.284358e+01,4.933832e+01,5.172150e+01,5.844266e+01,6.506771e+01,5.080231e+01,4.936353e+01,5.653452e+01,5.927674e+01,7.933014e-01,6.543697e-01,2.303108e-01,-2.973609e-01,-4.666164e-02,-2.276641e-01,7.596415e-01,4.754919e-01,-1.449029e-01,-4.950453e-02,3.695436e-01,5.577946e-01,7.982064e+00,8.236246e+00,8.795209e+00,5.957213e+00,5.391951e+00,4.843521e+00,8.354161e+00,8.608044e+00,5.485525e+00,5.490903e+00,6.629564e+00,7.051981e+00
a0002,1.923639e+01,4.997711e+01,4.187271e+01,3.777473e+01,4.977106e+01,3.278388e+01,2.178400e+01,3.664530e+01,4.525038e+01,1.105302e+02,6.334097e+01,3.157379e+01,2.084687e+01,1.337735e+01,1.619145e+01,1.705290e+01,1.378114e+01,1.597782e+01,2.127153e+01,2.299847e+01,1.961444e+01,2.323288e+01,2.020752e+01,2.254951e+01,8.210153e+01,7.211615e+01,9.902290e+01,1.006243e+02,8.821053e+01,1.122276e+02,7.989804e+01,8.937614e+01,9.072009e+01,9.555220e+01,8.266948e+01,6.642923e+01,1.071737e+00,1.436038e+00,1.155667e+00,1.071284e+00,1.194315e+00,9.765186e-01,1.125862e+00,9.463125e-01,8.544104e-01,7.615264e-01,1.066758e+00,5.296400e-01,5.641459e+00,8.338945e+00,6.525646e+00,6.181130e+00,5.314650e+00,4.551747e+00,6.164229e+00,6.719658e+00,4.669020e+00,5.726474e+00,6.487254e+00,8.205206e+00
a0003,2.291608e+01,3.099242e+01,2.613131e+01,3.210354e+01,2.588131e+01,2.624242e+01,2.292022e+01,2.495022e+01,1.810850e+01,2.282213e+01,2.160780e+01,2.067808e+01,2.181259e+01,1.391643e+01,1.288185e+01,1.869470e+01,1.645218e+01,1.524399e+01,2.419960e+01,2.217074e+01,1.920478e+01,2.067488e+01,2.311385e+01,2.415736e+01,8.803182e+01,7.968526e+01,5.617281e+01,7.169007e+01,6.999765e+01,6.540434e+01,8.949350e+01,8.718068e+01,5.860455e+01,7.388375e+01,6.808122e+01,7.014774e+01,1.545064e+00,2.692917e+00,2.703139e+00,8.822444e-01,1.048844e+00,1.051635e+00,1.392132e+00,1.430165e+00,1.241907e+00,1.473550e+00,1.031171e+00,8.068277e-01,9.697479e+00,1.566177e+01,1.978747e+01,9.332228e+00,8.300959e+00,7.199295e+00,9.356446e+00,9.231103e+00,8.821483e+00,9.860369e+00,8.217054e+00,7.239232e+00
a0004,2.721911e+01,2.741342e+01,2.338745e+01,2.151515e+01,2.345238e+01,2.871212e+01,2.915305e+01,2.829761e+01,2.005279e+01,1.769161e+01,4.391166e+01,1.832326e+01,2.142602e+01,1.290860e+01,1.326495e+01,1.341978e+01,1.867534e+01,2.139543e+01,2.099980e+01,2.036810e+01,2.376210e+01,2.161451e+01,2.509681e+01,2.312818e+01,8.976896e+01,5.964433e+01,5.865576e+01,4.805286e+01,7.549839e+01,8.185326e+01,9.359397e+01,9.274656e+01,7.549758e+01,8.131192e+01,1.268121e+02,8.535914e+01,1.559623e+00,2.406375e+00,2.608791e+00,1.788227e+00,7.960727e-01,5.668899e-01,1.690755e+00,1.685530e+00,7.264918e-01,7.526591e-01,9.740102e-01,7.247305e-01,9.895290e+00,1.508994e+01,1.958539e+01,1.325372e+01,7.196597e+00,6.608939e+00,1.047955e+01,1.054477e+01,7.045815e+00,6.071281e+00,6.222804e+00,6.242602e+00
a0005,3.396531e+01,3.292697e+01,4.018429e+01,3.938301e+01,3.079785e+01,2.679144e+01,3.485289e+01,3.433937e+01,2.534763e+01,2.456034e+01,2.902455e+01,3.447514e+01,2.028694e+01,8.090895e+00,9.958551e+00,7.857186e+00,9.066421e+00,1.239085e+01,1.949133e+01,1.387030e+01,1.204160e+01,1.996923e+01,1.913157e+01,1.848432e+01,9.132778e+01,5.008268e+01,7.159544e+01,4.420182e+01,3.738026e+01,5.710448e+01,9.811530e+01,7.647958e+01,3.814488e+01,6.502700e+01,7.312328e+01,8.970205e+01,2.294671e+00,3.615392e+00,3.626349e+00,4.494062e+00,3.481994e+00,2.334495e+00,2.348217e+00,2.959820e+00,2.630950e+00,9.135002e-01,9.377980e-01,1.697914e+00,1.403157e+01,2.272861e+01,2.329348e+01,3.432768e+01,2.801710e+01,1.763796e+01,1.376974e+01,1.769735e+01,2.148996e+01,8.485233e+00,8.297366e+00,1.088964e+01
a0006,3.032722e+01,3.429233e+01,3.215755e+01,3.461567e+01,3.035714e+01,3.017710e+01,3.090025e+01,3.174289e+01,2.658470e+01,2.620303e+01,2.617754e+01,2.792753e+01,2.281414e+01,1.370383e+01,1.301050e+01,1.325698e+01,1.470881e+01,1.450724e+01,2.067574e+01,2.003190e+01,2.025282e+01,1.983472e+01,2.290295e+01,1.992368e+01,8.298614e+01,5.980785e+01,5.925608e+01,5.914765e+01,6.459295e+01,6.861163e+01,7.709888e+01,7.508733e+01,8.005646e+01,8.755662e+01,8.774162e+01,7.966469e+01,1.099124e+00,1.619673e+00,1.698217e+00,1.824079e+00,1.308900e+00,1.474407e+00,1.227080e+00,1.215096e+00,9.965388e-01,9.663586e-01,8.718534e-01,1.058218e+00,7.389643e+00,1.185806e+01,1.231155e+01,1.237743e+01,9.729626e+00,1.050788e+01,8.052340e+00,8.425016e+00,6.630487e+00,5.861740e+00,6.788538e+00,6.932610e+00
a0007,2.914807e+01,3.290760e+01,3.630812e+01,2.015461e+01,2.376390e+01,2.260216e+01,3.013115e+01,3.403624e+01,2.872352e+01,2.038408e+01,2.258485e+01,2.001424e+01,2.067470e+01,1.385992e+01,1.059363e+01,1.097827e+01,1.450542e+01,1.409169e+01,2.050367e+01,1.451251e+01,1.169656e+01,1.405539e+01,1.875583e+01,1.560046e+01,1.187066e+02,8.578741e+01,6.238927e+01,5.790037e+01,6.455323e+01,6.459111e+01,1.174381e+02,9.356748e+01,6.231686e+01,6.694780e+01,8.087406e+01,6.985383e+01,1.912123e+00,2.480677e+00,3.157318e+00,2.632065e+00,2.007419e+00,2.081768e+00,1.932861e+00,2.352483e+00,3.019896e+00,2.119900e+00,1.456465e+00,1.740296e+00,9.513837e+00,1.389145e+01,1.778644e+01,1.549723e+01,1.312176e+01,1.294791e+01,9.722804e+00,1.222524e+01,1.776443e+01,1.237041e+01,1.071353e+01,1.008229e+01
a0008,3.030224e+01,3.507378e+01,3.112250e+01,1.963755e+01,2.112176e+01,2.048425e+01,3.703878e+01,3.797591e+01,2.503991e+01,1.864394e+01,1.724134e+01,1.871821e+01,2.390648e+01,1.820261e+01,1.833440e+01,1.712325e+01,1.905287e+01,1.925293e+01,2.293866e+01,1.743293e+01,1.943540e+01,1.886723e+01,2.038628e+01,2.055983e+01,6.711452e+01,5.871021e+01,6.126685e+01,4.962787e+01,5.700030e+01,5.534657e+01,6.720305e+01,6.024574e+01,6.186513e+01,5.569757e+01,5.816381e+01,6.226969e+01,6.022327e-01,7.502399e-01,7.882778e-01,3.987122e-01,4.798989e-02,-3.040292e-02,7.082473e-01,9.236694e-01,5.562766e-01,1.428670e-01,-4.155958e-02,-1.262173e-01,7.600317e+00,8.660411e+00,9.490243e+00,7.315938e+00,6.124992e+00,5.617320e+00,8.228869e+00,8.551952e+00,8.177889e+00,6.044574e+00,5.434381e+00,4.965115e+00
a0009,3.533664e+01,3.432304e+01,4.062676e+01,3.569605e+01,3.488730e+01,3.232304e+01,3.669579e+01,3.443960e+01,3.339254e+01,2.806551e+01,3.269793e+01,3.875537e+01,2.518371e+01,1.884595e+01,1.770842e+01,1.875571e+01,1.973809e+01,1.997522e+01,2.275547e+01,2.222241e+01,2.303181e+01,2.294742e+01,2.367613e+01,2.308137e+01,6.761737e+01,7.153028e+01,6.861137e+01,7.071862e+01,7.169016e+01,7.375870e+01,6.727585e+01,6.970312e+01,7.228804e+01,8.141150e+01,7.806379e+01,7.550040e+01,2.507112e-01,1.450652e-01,2.926346e-01,9.142447e-02,-6.940752e-02,-1.112540e-01,2.437451e-01,6.137717e-02,-3.356730e-02,-9.860045e-02,-1.162828e-01,-9.410252e-03,4.864221e+00,4.436282e+00,4.841381e+00,3.898673e+00,3.792566e+00,3.400691e+00,4.844897e+00,4.968062e+00,4.077883e+00,3.270547e+00,3.776883e+00,3.566880e+00
a0010,3.374406e+01,3.443813e+01,4.993687e+01,4.446023e+01,2.477904e+01,3.219697e+01,3.254609e+01,3.054692e+01,2.153093e+01,4.511424e+01,5.371697e+01,3.580978e+01,2.116361e+01,1.741400e+01,1.744898e+01,1.638247e+01,1.736204e+01,1.789633e+01,2.092871e+01,2.096010e+01,1.985350e+01,1.864652e+01,1.973874e+01,2.175946e+01,8.671879e+01,8.564274e+01,8.737063e+01,6.659493e+01,6.256345e+01,6.265979e+01,8.764660e+01,9.024916e+01,6.171341e+01,5.150862e+01,6.130545e+01,8.646230e+01,9.367768e-01,1.315930e+00,1.023335e+00,9.648535e-01,4.680428e-01,3.525685e-01,8.905875e-01,9.567961e-01,5.348726e-01,3.970020e-01,4.363230e-01,5.586334e-01,5.645344e+00,8.236336e+00,6.382810e+00,7.354734e+00,5.821089e+00,5.780000e+00,5.520130e+00,6.108601e+00,6.135620e+00,5.529354e+00,5.086303e+00,5.161272e+00
