d0001,2.174116e+01,2.361111e+01,1.157407e+01,4.166667e+00,1.990741e+01,2.410872e+01,8.514713e+00,6.846027e+00,8.626654e+00,1.060008e+01,2.068065e+01,9.315037e+00,9.547049e+00,9.382306e+00,6.613601e+00,1.851816e+01,1.756823e+01,1.620463e+01,2.517724e+01,2.325911e+01,6.830995e+01,4.077538e+01,3.288857e+01,4.110024e+01,2.059411e+01,7.072885e+01,5.897503e+01,7.908711e+01,9.898836e+01,8.725260e+01,1.709069e+00,2.727642e+00,2.521957e+00,1.837681e+00,3.170727e+00,1.756849e+00,1.327989e+00,1.482736e+00,1.010236e+00,8.478855e-01,1.237222e+01,1.921071e+01,1.464466e+01,1.055887e+01,2.473016e+01,1.152099e+01,8.150899e+00,6.763014e+00,5.412474e+00,5.622860e+00
d0002,5.254103e+01,1.509091e+02,1.433333e+02,1.096970e+02,1.196970e+02,1.081658e+02,4.674564e+01,2.723210e+01,3.957717e+01,1.980753e+01,2.215004e+01,1.583432e+01,1.675579e+01,1.882473e+01,1.827776e+01,2.527061e+01,2.217842e+01,2.453390e+01,2.498166e+01,2.525802e+01,1.013881e+02,1.860158e+02,2.059488e+02,2.145811e+02,2.072832e+02,1.909027e+02,1.049615e+02,9.447631e+01,9.956421e+01,1.012180e+02,1.418362e+00,1.041564e+00,9.672432e-01,8.268712e-01,8.451425e-01,8.100859e-01,1.245338e+00,5.183129e-01,5.661037e-01,5.366051e-01,8.295341e+00,3.215157e+00,3.361801e+00,2.862185e+00,2.917467e+00,3.102491e+00,6.269678e+00,3.954814e+00,3.761471e+00,4.103237e+00
d0003,1.118036e+01,2.638889e+01,5.055556e+01,1.666667e+01,1.805556e+01,1.561608e+01,1.366958e+01,1.211749e+01,1.373766e+01,1.358878e+01,2.226913e+01,1.081500e+01,9.208118e+00,1.128447e+01,8.553973e+00,1.819422e+01,2.086768e+01,2.572049e+01,2.014781e+01,1.886069e+01,1.207486e+02,8.632020e+01,7.481457e+01,8.103377e+01,6.064414e+01,7.756899e+01,7.756093e+01,8.526947e+01,7.521761e+01,6.785560e+01,1.948054e+00,2.419627e+00,2.682404e+00,2.345431e+00,2.618960e+00,1.744563e+00,1.639802e+00,1.302845e+00,1.809197e+00,1.904478e+00,8.358152e+00,1.070925e+01,1.254949e+01,1.311621e+01,1.372990e+01,1.079464e+01,9.559248e+00,9.407337e+00,1.097370e+01,1.313383e+01
d0004,1.314952e+02,1.088889e+02,9.777778e+01,9.777778e+01,7.444444e+01,5.552482e+01,3.933923e+01,6.735085e+01,4.335833e+01,3.672399e+01,2.437286e+01,1.643321e+01,1.162183e+01,1.735773e+01,1.390318e+01,2.433610e+01,2.261916e+01,2.895197e+01,2.352110e+01,2.488597e+01,1.389186e+02,1.551151e+02,1.267311e+02,1.402089e+02,9.720747e+01,1.095919e+02,8.525399e+01,1.033275e+02,9.146066e+01,8.353091e+01,1.361939e+00,1.384477e+00,1.705980e+00,1.035533e+00,1.259063e+00,1.247617e+00,9.160886e-01,7.382318e-01,6.390713e-01,8.791446e-01,5.835321e+00,5.521369e+00,5.779186e+00,4.740666e+00,5.048008e+00,6.064912e+00,4.994347e+00,4.871525e+00,4.234869e+00,5.602453e+00
d0005,3.349404e+01,1.011905e+01,8.333333e+00,1.190476e+01,5.952381e+00,1.258846e+01,8.616033e+00,1.225962e+01,1.017628e+01,1.783078e+01,2.146135e+01,1.075556e+01,1.030851e+01,7.876458e+00,8.907798e+00,1.867048e+01,1.522395e+01,1.406598e+01,1.154267e+01,1.071501e+01,8.992215e+01,5.369849e+01,4.334534e+01,3.411062e+01,3.566639e+01,9.247557e+01,5.947839e+01,4.895961e+01,4.386803e+01,4.008751e+01,1.848123e+00,2.416138e+00,2.581674e+00,3.074090e+00,2.594064e+00,1.887859e+00,1.438496e+00,1.669883e+00,2.136565e+00,2.468932e+00,1.057921e+01,1.618902e+01,1.945954e+01,2.292178e+01,1.891121e+01,9.928898e+00,1.142578e+01,1.370436e+01,1.411700e+01,1.646335e+01
d0006,8.301708e+00,1.821429e+01,6.190476e+00,1.571429e+01,9.833333e+00,1.111868e+01,8.926471e+00,1.232703e+01,8.640756e+00,6.343137e+00,2.076422e+01,7.620855e+00,1.135162e+01,8.140530e+00,1.435007e+01,1.996626e+01,1.644799e+01,1.735274e+01,1.693331e+01,1.395333e+01,4.282989e+01,2.575222e+01,3.463936e+01,2.754555e+01,4.364438e+01,5.398907e+01,3.957257e+01,5.731670e+01,4.189116e+01,3.704408e+01,1.029950e+00,3.809199e+00,2.211670e+00,2.820498e+00,1.890588e+00,1.097898e+00,1.111119e+00,8.229638e-01,1.123176e+00,1.829221e+00,1.382174e+01,3.414747e+01,2.535117e+01,2.416957e+01,1.847299e+01,1.155591e+01,1.192591e+01,9.661505e+00,1.307530e+01,1.590012e+01
d0007,3.068622e+01,2.222222e+01,7.936508e+00,2.031746e+01,1.841270e+01,2.808915e+01,1.871795e+01,2.459890e+01,1.909096e+01,2.043223e+01,2.102999e+01,1.618803e+01,1.562889e+01,1.666516e+01,1.437867e+01,2.065831e+01,2.113365e+01,1.967721e+01,1.812965e+01,1.718691e+01,6.414211e+01,6.009500e+01,6.678634e+01,6.651999e+01,6.328562e+01,5.974814e+01,7.282857e+01,6.816836e+01,6.094019e+01,6.877016e+01,1.637343e+00,1.258159e+00,1.180760e+00,5.291344e-01,1.502176e+00,1.305581e+00,1.063447e+00,1.309028e+00,1.217862e+00,1.325729e+00,1.198906e+01,1.044825e+01,9.628321e+00,7.617621e+00,9.787166e+00,1.079475e+01,8.458499e+00,9.644460e+00,9.338962e+00,9.145548e+00
d0008,1.796304e+01,1.703413e+01,1.739289e+01,1.853660e+01,1.513709e+01,2.259285e+01,1.639689e+01,1.453024e+01,1.448194e+01,1.439085e+01,2.177747e+01,1.012357e+01,1.396354e+01,1.742926e+01,1.301734e+01,2.147371e+01,2.022951e+01,1.800224e+01,2.146535e+01,2.068288e+01,6.648382e+01,4.101981e+01,5.446918e+01,7.355149e+01,5.167631e+01,9.669733e+01,7.242947e+01,6.701724e+01,7.788608e+01,5.812532e+01,1.621957e+00,2.534352e+00,1.820473e+00,1.155403e+00,1.761464e+00,1.713213e+00,1.302859e+00,1.387940e+00,9.613949e-01,1.308243e+00,1.328124e+01,1.695180e+01,1.345918e+01,9.422790e+00,1.180372e+01,9.762392e+00,8.640195e+00,9.405364e+00,7.319169e+00,1.082546e+01
d0009,4.402253e+01,7.297980e+01,1.043182e+02,6.921717e+01,3.537879e+01,4.569508e+01,4.035919e+01,1.422777e+02,9.255870e+01,1.299394e+02,2.288759e+01,2.138604e+01,2.143706e+01,2.304983e+01,2.207299e+01,2.275469e+01,2.366316e+01,2.773522e+01,2.856168e+01,2.955475e+01,1.410074e+02,1.284473e+02,1.402748e+02,1.358996e+02,1.261826e+02,1.423756e+02,1.302394e+02,1.726153e+02,1.467169e+02,1.624975e+02,9.929323e-01,5.122512e-01,7.707341e-01,5.459914e-01,6.395895e-01,1.194502e+00,1.043154e+00,9.042843e-01,8.757133e-01,8.004585e-01,4.105073e+00,3.400240e+00,3.605733e+00,3.462213e+00,3.510684e+00,4.651651e+00,3.864553e+00,3.427520e+00,3.923398e+00,3.539761e+00
d0010,2.489873e+01,1.925926e+01,2.814815e+01,3.111111e+01,3.180556e+01,3.284024e+01,2.165536e+01,2.140778e+01,2.057872e+01,2.048801e+01,2.032813e+01,2.152431e+01,2.154671e+01,2.075789e+01,1.738072e+01,2.286246e+01,2.130121e+01,2.100916e+01,2.417765e+01,2.189370e+01,7.679247e+01,1.037544e+02,1.069133e+02,1.350332e+02,1.027850e+02,8.960315e+01,7.902590e+01,9.958951e+01,1.066130e+02,8.456485e+01,9.503541e-01,8.725467e-01,7.925065e-01,8.305349e-01,9.787864e-01,1.255143e+00,8.777401e-01,8.902006e-01,8.794157e-01,1.157817e+00,6.269155e+00,6.128654e+00,5.791732e+00,4.302850e+00,4.424576e+00,7.635016e+00,6.291541e+00,5.122185e+00,4.758094e+00,6.715280e+00
