e00002,4.149378e+01,2.857143e+01,0,0,0,0,0,0,0,1.250000e+01,2.385584e+01,1.590055e+01,1.607838e+01,2.021097e+01,1.704835e+01,1.783425e+01,1.304673e+01,1.652673e+01,1.461108e+01,1.890229e+01,7.661767e+01,7.052349e+01,6.922265e+01,6.040421e+01,6.438590e+01,5.941309e+01,4.158561e+01,6.631772e+01,6.773975e+01,9.182058e+01,2.172781e+00,1.099067e+00,7.463404e-01,3.836643e-01,8.775729e-01,8.090440e-01,1.547103e+00,6.576616e-01,1.207354e+00,8.365105e-01,1.210947e+01,7.102284e+00,5.287132e+00,5.382610e+00,5.402327e+00,7.781121e+00,9.789440e+00,5.881802e+00,6.295268e+00,5.178297e+00
e00003,6.319322e+01,6.765873e+01,5.446429e+01,6.894841e+01,5.942460e+01,7.784450e+01,6.209453e+01,6.100186e+01,6.221475e+01,6.667899e+01,2.196545e+01,1.834344e+01,1.718952e+01,1.697420e+01,1.674369e+01,2.202355e+01,2.062105e+01,2.053357e+01,2.350558e+01,1.987330e+01,8.581318e+01,7.495232e+01,6.967315e+01,6.957772e+01,6.981690e+01,1.003553e+02,6.579070e+01,6.784655e+01,7.381135e+01,6.953349e+01,1.825124e+00,9.920714e-01,1.074427e+00,1.398719e+00,1.300396e+00,2.087605e+00,9.942364e-01,1.030760e+00,7.768237e-01,1.029217e+00,1.121421e+01,7.571495e+00,8.077277e+00,9.146490e+00,8.458864e+00,1.089201e+01,7.918547e+00,8.187848e+00,8.092166e+00,7.800224e+00
e00004,3.829979e+01,4.906454e+01,5.241422e+01,5.085784e+01,4.883578e+01,4.240653e+01,5.345530e+01,5.176315e+01,4.757295e+01,4.807851e+01,2.362596e+01,2.053515e+01,2.143389e+01,2.233180e+01,1.991543e+01,2.179168e+01,2.207313e+01,1.861095e+01,2.218036e+01,1.877066e+01,9.925876e+01,6.996739e+01,7.454999e+01,7.062138e+01,6.582608e+01,9.909693e+01,7.487631e+01,6.669837e+01,7.108587e+01,6.370465e+01,1.751752e+00,1.082778e+00,9.677555e-01,7.939214e-01,9.685442e-01,1.763964e+00,1.016507e+00,1.396397e+00,7.873997e-01,1.096762e+00,9.387741e+00,7.828562e+00,8.119802e+00,7.829400e+00,7.328636e+00,9.303644e+00,8.410003e+00,8.360261e+00,7.548583e+00,7.519261e+00
e00005,3.276399e+01,2.329193e+00,2.632850e+01,5.814355e+00,9.178744e+00,3.253477e+01,1.284471e+01,3.593807e+00,2.520704e+00,1.317557e+01,2.346571e+01,1.775518e+01,1.811872e+01,1.952834e+01,1.803256e+01,2.005701e+01,1.984440e+01,2.140851e+01,2.039639e+01,1.992538e+01,6.907294e+01,4.904640e+01,4.754835e+01,4.882468e+01,4.782447e+01,5.211307e+01,4.453033e+01,4.302669e+01,4.376592e+01,4.424862e+01,1.200829e+00,2.358619e-02,-2.755818e-01,-5.813855e-01,-2.304795e-01,6.196840e-01,-2.457306e-01,-4.844688e-01,-3.859130e-01,-3.212834e-01,9.281844e+00,5.284907e+00,4.396557e+00,4.914664e+00,4.646461e+00,6.138733e+00,5.326554e+00,5.011810e+00,4.712279e+00,5.735493e+00
e00006,4.930489e+01,4.911305e+01,5.128999e+01,5.364109e+01,6.412524e+01,4.522722e+01,4.620703e+01,6.046724e+01,6.094672e+01,3.518490e+01,2.055520e+01,1.771984e+01,1.604153e+01,1.649495e+01,1.741685e+01,2.113132e+01,2.185132e+01,1.952609e+01,1.985143e+01,2.098456e+01,8.135246e+01,6.822941e+01,5.839662e+01,5.508158e+01,5.597203e+01,7.580487e+01,6.438825e+01,5.739689e+01,6.241200e+01,6.352123e+01,1.859404e+00,9.071355e-01,8.765140e-01,7.313637e-01,6.949529e-01,1.526950e+00,7.368930e-01,6.749674e-01,7.452513e-01,6.818490e-01,1.145873e+01,7.633963e+00,6.771408e+00,6.772845e+00,6.661885e+00,1.049861e+01,8.341443e+00,6.931375e+00,6.774448e+00,7.098943e+00
e00007,3.512896e+01,2.073696e+01,2.843537e+01,1.808390e+01,4.343537e+01,4.665249e+01,3.100660e+01,4.735989e+01,4.896254e+01,3.497903e+01,2.016732e+01,1.649871e+01,1.554549e+01,1.505343e+01,1.707450e+01,1.940336e+01,2.103767e+01,2.118424e+01,2.057174e+01,2.135846e+01,5.490636e+01,5.173589e+01,4.595326e+01,4.306526e+01,4.609147e+01,6.545879e+01,4.344278e+01,4.397516e+01,4.372230e+01,4.328788e+01,1.261681e+00,8.332859e-01,5.338245e-01,4.581954e-01,9.423710e-02,1.578659e+00,-1.552780e-01,-1.128363e-01,-7.079921e-02,-7.815902e-02,1.087526e+01,8.711697e+00,7.076304e+00,7.084042e+00,6.208733e+00,9.639937e+00,6.052029e+00,6.381458e+00,6.437801e+00,7.014793e+00
e00008,0,0,0,0,0,0,0,0,0,0,2.004481e+01,1.716116e+01,1.264470e+01,1.239480e+01,1.866017e+01,2.056212e+01,2.043791e+01,1.952798e+01,1.482651e+01,1.574139e+01,7.026323e+01,5.533704e+01,4.612761e+01,4.360544e+01,7.025897e+01,6.096677e+01,6.153436e+01,6.882529e+01,5.353578e+01,5.678471e+01,1.915483e+00,8.948652e-01,1.004452e+00,1.276507e+00,5.020469e-01,1.444699e+00,9.500655e-01,6.813353e-01,1.086429e+00,8.794658e-01,1.101806e+01,7.870578e+00,7.135603e+00,1.023232e+01,6.590450e+00,1.002581e+01,9.044851e+00,6.129470e+00,6.927462e+00,6.375126e+00
e00009,7.565751e+01,3.090278e+01,5.555556e+00,0,4.687500e+00,6.762384e+01,0,0,3.227700e+00,0,2.292553e+01,1.823769e+01,1.621552e+01,1.486913e+01,1.639570e+01,2.333438e+01,2.352429e+01,2.153440e+01,2.114634e+01,2.183517e+01,5.699789e+01,4.695326e+01,3.626033e+01,3.278281e+01,3.418784e+01,5.338349e+01,3.935245e+01,4.053625e+01,3.754798e+01,4.160957e+01,1.060724e+00,-4.359074e-01,-5.128980e-01,-4.474497e-01,-4.459484e-01,9.414436e-02,-7.281693e-01,-6.290331e-01,-5.644807e-01,-6.991353e-01,9.576237e+00,5.309511e+00,4.250214e+00,4.407628e+00,4.363645e+00,7.157517e+00,5.600671e+00,4.799472e+00,5.258639e+00,4.780794e+00
e00010,3.982835e+01,5.034756e+01,7.357964e+01,6.483580e+01,7.291188e+01,4.731232e+01,6.380202e+01,6.857037e+01,6.051133e+01,6.560784e+01,1.944871e+01,1.974038e+01,1.798973e+01,1.503171e+01,1.929281e+01,2.175466e+01,1.993438e+01,2.047803e+01,1.891598e+01,2.048068e+01,7.143648e+01,7.744911e+01,6.468114e+01,6.145190e+01,7.039705e+01,7.293460e+01,6.251733e+01,6.213855e+01,6.198342e+01,6.813491e+01,2.034057e+00,8.443792e-01,1.111568e+00,1.227589e+00,7.076327e-01,1.470340e+00,8.679825e-01,7.576307e-01,1.123219e+00,7.943200e-01,1.247421e+01,7.971839e+00,7.693500e+00,8.003228e+00,7.533374e+00,9.893888e+00,7.566674e+00,7.557473e+00,8.578681e+00,7.578642e+00
e00011,2.519898e+01,5.714286e+01,5.714286e+01,3.571429e+01,3.571429e+01,4.100615e+01,4.251934e+01,2.994023e+01,7.245956e+01,4.599156e+01,1.752423e+01,1.743178e+01,1.283751e+01,2.228595e+01,1.657784e+01,2.392705e+01,1.340596e+01,1.679978e+01,1.985593e+01,1.552333e+01,6.695287e+01,7.305809e+01,4.659805e+01,6.585456e+01,6.494133e+01,5.571970e+01,4.057449e+01,6.894387e+01,8.523340e+01,6.868639e+01,1.729877e+00,1.012115e+00,1.483651e+00,-1.228845e-01,9.779285e-01,7.927900e-01,1.586664e+00,1.112067e+00,9.426085e-01,1.057570e+00,9.629476e+00,7.210288e+00,9.036673e+00,7.632071e+00,6.560486e+00,9.854224e+00,1.001244e+01,6.389399e+00,5.606289e+00,6.454005e+00
