f0001,5.419101e+01,6.439196e+01,6.009133e+01,6.172769e+01,5.073976e+01,6.605933e+01,5.252181e+01,5.439375e+01,5.657425e+01,5.348051e+01,9.248251e+01,1.424849e+02,2.316376e+01,2.037161e+01,2.033538e+01,1.732494e+01,1.967888e+01,1.816125e+01,2.315594e+01,2.380854e+01,2.096340e+01,1.987959e+01,2.247778e+01,2.208078e+01,1.174513e+02,1.410620e+02,1.242429e+02,1.004553e+02,1.265189e+02,1.345820e+02,1.214355e+02,1.295580e+02,1.059161e+02,1.304500e+02,1.639052e+02,9.988591e+01,6.003076e-01,7.364941e-01,6.042354e-01,9.676643e-01,9.350327e-01,9.648909e-01,5.427134e-01,4.260282e-01,8.416851e-01,1.013588e+00,6.255850e-01,3.824596e-01,3.600563e+00,4.283967e+00,4.066855e+00,5.587575e+00,5.570806e+00,5.013245e+00,3.520227e+00,3.556452e+00,5.115722e+00,5.114199e+00,3.768251e+00,3.384024e+00
f0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0003,7.931548e+01,9.777391e+01,8.982772e+01,8.383178e+01,8.883566e+01,9.633904e+01,8.530888e+01,7.846301e+01,6.924507e+01,9.146631e+01,1.175274e+02,1.264610e+02,2.817070e+01,2.301801e+01,2.253156e+01,2.212834e+01,1.982056e+01,2.384629e+01,2.649138e+01,2.851302e+01,2.545499e+01,2.547221e+01,2.479682e+01,2.448241e+01,1.649784e+02,1.974155e+02,1.748609e+02,1.492299e+02,1.156316e+02,1.488016e+02,1.643727e+02,1.914094e+02,1.404086e+02,1.438198e+02,1.166390e+02,6.093223e+01,2.452965e-01,3.143423e-01,3.635239e-01,2.987881e-01,4.356980e-01,3.093468e-01,2.710269e-01,1.699532e-01,2.181699e-01,3.163939e-01,1.132770e-01,-1.376781e-01,2.869746e+00,2.481912e+00,3.007457e+00,3.447801e+00,3.911421e+00,3.934275e+00,2.795646e+00,2.944016e+00,3.492802e+00,3.654540e+00,3.269679e+00,3.751104e+00
f0004,4.895728e+01,6.929492e+01,6.287713e+01,5.664374e+01,7.484549e+01,1.181635e+02,4.552958e+01,4.567179e+01,6.432576e+01,1.043341e+02,1.587905e+02,6.689038e+01,2.467054e+01,1.897918e+01,1.891906e+01,2.269848e+01,2.200177e+01,2.105639e+01,2.341908e+01,2.446049e+01,2.639117e+01,2.592334e+01,2.515557e+01,2.194220e+01,1.124669e+02,1.213576e+02,1.102697e+02,1.317682e+02,1.559053e+02,1.717826e+02,1.139718e+02,1.191633e+02,1.462099e+02,1.871442e+02,1.327602e+02,8.871025e+01,7.467621e-01,7.646378e-01,8.971642e-01,6.325066e-01,8.293002e-01,7.339117e-01,7.433046e-01,6.178126e-01,5.796213e-01,5.735017e-01,3.568682e-01,3.810761e-01,4.256717e+00,3.919506e+00,4.518233e+00,4.542003e+00,4.548526e+00,4.071143e+00,4.081907e+00,4.036824e+00,4.396667e+00,3.521985e+00,3.482453e+00,4.114150e+00
f0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0006,8.680014e+01,8.266307e+01,9.611675e+01,7.615920e+01,8.779551e+01,1.072037e+02,8.657072e+01,8.128330e+01,8.887234e+01,7.713587e+01,9.621983e+01,1.315278e+02,2.211060e+01,1.628966e+01,1.786606e+01,1.984167e+01,2.243795e+01,2.084565e+01,2.427689e+01,1.758823e+01,2.062179e+01,2.125385e+01,2.174069e+01,2.227245e+01,5.226584e+01,8.016511e+01,5.353315e+01,1.063563e+02,1.431645e+02,1.417438e+02,4.785774e+01,7.057045e+01,6.194996e+01,1.258729e+02,1.412599e+02,1.611460e+02,-5.336834e-02,8.576872e-01,1.478223e-01,5.358887e-01,7.225112e-01,7.724609e-01,-1.940287e-01,6.740440e-01,9.401844e-02,6.065024e-01,8.116367e-01,5.475071e-01,3.634864e+00,5.739091e+00,3.912265e+00,3.754158e+00,4.662075e+00,4.657783e+00,3.868202e+00,5.445830e+00,4.013247e+00,3.701099e+00,4.843351e+00,3.632492e+00
f0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0008,8.603335e+01,1.179063e+02,9.706424e+01,7.665570e+01,8.647359e+01,7.625095e+01,9.342048e+01,1.112449e+02,9.207026e+01,7.365505e+01,8.956414e+01,7.804172e+01,2.286173e+01,2.179372e+01,2.275223e+01,1.967259e+01,2.217184e+01,2.051573e+01,2.306870e+01,2.238233e+01,2.094821e+01,1.829025e+01,1.989057e+01,1.897277e+01,9.396788e+01,1.137540e+02,1.157337e+02,1.072056e+02,1.248587e+02,1.242051e+02,9.645212e+01,1.166011e+02,1.090799e+02,1.039643e+02,1.158983e+02,1.111717e+02,6.078994e-01,3.128438e-01,3.523695e-01,7.325692e-01,7.748950e-01,8.847553e-01,5.954571e-01,3.396816e-01,4.787894e-01,8.351496e-01,8.463591e-01,1.045588e+00,3.853621e+00,3.683777e+00,4.322364e+00,4.732093e+00,5.610875e+00,5.831352e+00,3.720213e+00,3.668755e+00,4.213268e+00,4.931527e+00,5.385924e+00,6.110631e+00
f0009,5.766530e+01,9.306783e+01,6.354693e+01,6.911476e+01,8.329651e+01,7.033705e+01,5.744857e+01,7.177327e+01,7.259485e+01,1.059418e+02,1.315968e+02,6.504424e+01,2.723460e+01,2.027218e+01,1.974298e+01,2.088021e+01,2.291149e+01,2.161574e+01,2.701542e+01,2.472219e+01,2.386050e+01,2.380373e+01,2.363411e+01,2.360920e+01,1.163639e+02,1.233843e+02,1.129867e+02,1.106952e+02,1.205958e+02,1.378012e+02,1.173332e+02,1.170271e+02,1.086957e+02,1.368942e+02,1.399287e+02,1.260526e+02,3.959276e-01,5.209873e-01,5.024119e-01,4.128471e-01,2.298946e-01,4.455633e-01,3.791389e-01,3.882563e-01,3.595528e-01,5.605161e-01,5.614295e-01,5.565109e-01,3.589079e+00,3.408874e+00,3.843392e+00,4.189845e+00,4.072628e+00,3.847790e+00,3.592101e+00,3.764915e+00,4.264745e+00,3.883636e+00,3.688545e+00,3.808714e+00
f0010,1.095838e+02,1.356217e+02,1.075054e+02,9.966885e+01,9.157049e+01,1.338266e+02,1.109184e+02,1.176913e+02,8.827206e+01,1.091613e+02,1.299562e+02,1.086583e+02,2.469006e+01,2.386144e+01,2.010525e+01,2.282997e+01,1.998788e+01,2.138526e+01,2.742549e+01,2.496416e+01,2.348665e+01,2.500135e+01,2.548016e+01,2.360608e+01,9.331242e+01,1.163646e+02,1.055581e+02,1.066965e+02,9.995861e+01,1.122655e+02,9.780921e+01,9.654068e+01,9.863337e+01,1.151917e+02,1.278512e+02,9.219298e+01,1.495375e-01,2.825198e-02,2.946516e-01,3.254136e-01,4.120679e-01,4.622738e-01,1.315261e-01,1.447553e-01,4.526942e-01,4.548494e-01,2.682402e-01,3.198045e-01,3.180319e+00,2.918427e+00,3.070166e+00,3.798145e+00,3.823224e+00,4.094548e+00,3.178041e+00,3.110539e+00,4.058311e+00,4.309791e+00,3.449921e+00,3.924505e+00
